,time,price,change,volume,amount,type
1209,10:30:26,76.57,-0.01,10,76573,卖盘
1210,10:30:27,76.58,0.01,23,176122,买盘
1211,10:30:33,76.58,0.0,38,290995,买盘
1212,10:30:34,76.59,0.01,27,206761,买盘
1213,10:30:39,76.59,0.0,12,91898,买盘
1214,10:30:39,76.59,0.0,32,245068,买盘
1215,10:30:44,76.57,-0.02,35,268035,卖盘
1216,10:30:47,76.58,0.01,28,214404,买盘
1217,10:30:51,76.57,-0.01,28,214404,卖盘
1218,10:30:53,76.57,0.0,13,99541,买盘
1219,10:30:56,76.57,0.0,39,298596,买盘
1220,10:30:59,76.57,0.0,13,99534,买盘
1221,10:31:02,76.57,0.0,87,666149,买盘
1222,10:31:05,76.57,0.0,98,754534,买盘
1223,10:31:09,76.57,0.0,23,176111,买盘
1224,10:31:09,76.56,-0.01,56,428750,卖盘
1225,10:31:14,76.55,-0.01,639,4891752,卖盘
1226,10:31:17,76.57,0.02,18,137810,买盘
1227,10:31:20,76.58,0.01,21,160817,买盘
1228,10:31:21,76.57,-0.01,13,99542,卖盘
1229,10:31:26,76.57,0.0,97,742737,卖盘
1230,10:31:29,76.57,0.0,21,160796,买盘
1231,10:31:32,76.59,0.02,137,1049077,买盘
1232,10:31:35,76.59,0.0,35,268039,买盘
1233,10:31:38,76.58,-0.01,164,1255914,卖盘
1234,10:31:41,76.58,0.0,41,314008,卖盘
1235,10:31:44,76.58,0.0,20,153174,卖盘
1236,10:31:47,76.58,0.0,22,168492,卖盘
1237,10:31:50,76.58,0.0,6,45948,卖盘
1238,10:31:53,76.6,0.02,291,2228555,买盘
1239,10:31:56,76.58,-0.02,13,99560,卖盘
1240,10:32:00,76.6,0.02,19,145537,买盘
1241,10:32:02,76.59,-0.01,21,160844,卖盘
1242,10:32:06,76.59,0.0,410,3139929,卖盘
1243,10:32:09,76.6,0.01,17,130207,买盘
1244,10:32:11,76.58,-0.02,5,38292,卖盘
1245,10:32:15,76.6,0.02,23,176166,买盘
1246,10:32:17,76.58,-0.02,19,145521,卖盘
1247,10:32:20,76.58,0.0,199,1523995,卖盘
1248,10:32:21,76.58,0.0,6,45948,买盘
1249,10:32:24,76.58,0.0,151,1156209,买盘
1250,10:32:29,76.57,-0.01,187,1431687,中性盘
1251,10:32:32,76.57,0.0,169,1294177,买盘
1252,10:32:36,76.56,-0.01,114,872829,卖盘
1253,10:32:38,76.57,0.01,18,137824,中性盘
1254,10:32:39,76.6,0.03,127,972375,买盘
1255,10:32:45,76.57,-0.03,14,107203,中性盘
1256,10:32:47,76.58,0.01,39,298629,中性盘
1257,10:32:50,76.58,0.0,93,712122,买盘
1258,10:32:51,76.58,0.0,17,130183,买盘
1259,10:32:56,76.57,-0.01,21,160803,卖盘
1260,10:32:59,76.58,0.01,18,137828,买盘
1261,10:33:02,76.58,0.0,67,513071,买盘
1262,10:33:05,76.58,0.0,21,160810,买盘
1263,10:33:08,76.57,-0.01,21,160798,卖盘
1264,10:33:11,76.57,0.0,108,826956,卖盘
1265,10:33:14,76.57,0.0,30,229701,买盘
1266,10:33:18,76.57,0.0,21,160788,买盘
1267,10:33:20,76.57,0.0,30,229703,买盘
1268,10:33:23,76.56,-0.01,25,191401,卖盘
1269,10:33:27,76.57,0.01,24,183768,买盘
1270,10:33:30,76.56,-0.01,8,61249,卖盘
1271,10:33:33,76.56,0.0,53,405797,卖盘
1272,10:33:36,76.57,0.01,52,398118,买盘
1273,10:33:38,76.56,-0.01,54,413457,卖盘
1274,10:33:41,76.56,0.0,22,168442,卖盘
1275,10:33:42,76.56,0.0,28,214370,卖盘
1276,10:33:47,76.57,0.01,30,229682,买盘
1277,10:33:50,76.56,-0.01,20,153132,卖盘
1278,10:33:53,76.56,0.0,7,53592,卖盘
1279,10:33:57,76.58,0.02,30,229689,买盘
1280,10:33:59,76.56,-0.02,86,658426,卖盘
1281,10:34:00,76.56,0.0,47,359832,买盘
1282,10:34:05,76.55,-0.01,21,160766,卖盘
1283,10:34:08,76.56,0.01,13,99527,买盘
1284,10:34:11,76.56,0.0,37,283263,买盘
1285,10:34:15,76.55,-0.01,106,811444,卖盘
1286,10:34:17,76.56,0.01,35,267945,买盘
1287,10:34:20,76.56,0.0,26,199053,买盘
1288,10:34:21,76.55,-0.01,7,53589,卖盘
1289,10:34:26,76.56,0.01,23,176077,买盘
1290,10:34:30,76.55,-0.01,101,773164,卖盘
1291,10:34:32,76.56,0.01,35,267943,买盘
1292,10:34:35,76.55,-0.01,31,237325,卖盘
1293,10:34:38,76.55,0.0,67,508674,卖盘
1294,10:34:39,76.55,0.0,18,137786,买盘
1295,10:34:45,76.54,-0.01,15,114824,卖盘
1296,10:34:48,76.55,0.01,169,1293534,买盘
1297,10:34:50,76.54,-0.01,13,99507,卖盘
1298,10:34:53,76.55,0.01,119,910814,买盘
1299,10:34:54,76.53,-0.02,29,221967,卖盘
1300,10:35:00,76.54,0.01,6,45923,卖盘
1301,10:35:00,76.53,-0.01,15,114798,卖盘
1302,10:35:05,76.53,0.0,85,650536,卖盘
1303,10:35:06,76.54,0.01,90,688776,买盘
1304,10:35:12,76.54,0.0,8,61229,买盘
1305,10:35:15,76.53,-0.01,17,130102,卖盘
1306,10:35:15,76.53,0.0,106,811323,卖盘
1307,10:35:20,76.53,0.0,34,260225,卖盘
1308,10:35:23,76.54,0.01,159,1216846,买盘
1309,10:35:26,76.55,0.01,67,512774,买盘
1310,10:35:29,76.53,-0.02,176,1346932,卖盘
1311,10:35:32,76.52,-0.01,15,114781,卖盘
1312,10:35:36,76.52,0.0,260,1989588,卖盘
1313,10:35:39,76.53,0.01,29,221924,买盘
1314,10:35:41,76.52,-0.01,48,367325,卖盘
1315,10:35:44,76.53,0.01,40,306093,买盘
1316,10:35:47,76.52,-0.01,79,604520,卖盘
1317,10:35:50,76.53,0.01,22,168358,买盘
1318,10:35:51,76.52,-0.01,21,160701,卖盘
1319,10:35:54,76.54,0.02,48,367315,买盘
1320,10:36:00,76.53,-0.01,58,443837,卖盘
1321,10:36:03,76.52,-0.01,32,244868,卖盘
1322,10:36:05,76.53,0.01,44,336704,买盘
1323,10:36:09,76.52,-0.01,16,122434,卖盘
1324,10:36:12,76.53,0.01,22,168367,买盘
1325,10:36:14,76.53,0.0,6,45915,中性盘
1326,10:36:17,76.53,0.0,6,45916,买盘
1327,10:36:20,76.52,-0.01,39,298461,卖盘
1328,10:36:24,76.53,0.01,56,428556,买盘
1329,10:36:26,76.52,-0.01,21,160697,卖盘
1330,10:36:29,76.52,0.0,21,160705,卖盘
1331,10:36:32,76.53,0.01,121,925923,买盘
1332,10:36:35,76.53,0.0,25,191303,买盘
1333,10:36:38,76.52,-0.01,232,1775077,卖盘
1334,10:36:41,76.52,0.0,41,313742,买盘
1335,10:36:42,76.52,0.0,59,451480,卖盘
1336,10:36:47,76.53,0.01,92,704072,买盘
1337,10:36:49,76.53,0.0,25,191330,卖盘
1338,10:36:54,76.53,0.0,6,45918,卖盘
1339,10:36:56,76.54,0.01,125,956691,买盘
1340,10:37:00,76.53,-0.01,19,145417,卖盘
1341,10:37:02,76.53,0.0,21,160714,卖盘
1342,10:37:06,76.53,0.0,107,818870,卖盘
1343,10:37:06,76.52,-0.01,20,153053,卖盘
1344,10:37:11,76.52,0.0,3,22956,卖盘
1345,10:37:14,76.52,0.0,25,191317,卖盘
1346,10:37:17,76.53,0.01,21,160704,买盘
1347,10:37:20,76.53,0.0,35,267828,买盘
1348,10:37:21,76.52,-0.01,4,30609,卖盘
1349,10:37:27,76.53,0.01,69,528039,买盘
1350,10:37:30,76.53,0.0,16,122444,买盘
1351,10:37:32,76.53,0.0,7,53568,买盘
1352,10:37:35,76.52,-0.01,65,497384,卖盘
1353,10:37:38,76.52,0.0,182,1392827,卖盘
1354,10:37:41,76.52,0.0,77,589248,卖盘
1355,10:37:44,76.53,0.01,6,45918,买盘
1356,10:37:47,76.52,-0.01,96,734603,卖盘
1357,10:37:50,76.53,0.01,73,558668,买盘
1358,10:37:53,76.52,-0.01,48,367301,卖盘
1359,10:37:56,76.52,0.0,37,283124,买盘
1360,10:37:58,76.52,0.0,60,459120,买盘
1361,10:38:02,76.52,0.0,104,795814,买盘
1362,10:38:04,76.52,0.0,25,191309,卖盘
1363,10:38:08,76.52,0.0,20,153040,卖盘
1364,10:38:11,76.52,0.0,16,122422,卖盘
1365,10:38:14,76.52,0.0,67,512745,卖盘
1366,10:38:15,76.51,-0.01,16,122433,卖盘
1367,10:38:19,76.52,0.01,18,137736,买盘
1368,10:38:23,76.53,0.01,16,122439,买盘
1369,10:38:26,76.53,0.0,7,53568,买盘
1370,10:38:30,76.53,0.0,82,627530,买盘
1371,10:38:32,76.53,0.0,32,244871,买盘
1372,10:38:35,76.52,-0.01,59,451485,卖盘
1373,10:38:39,76.52,0.0,16,122434,买盘
1374,10:38:41,76.52,0.0,73,558593,卖盘
1375,10:38:44,76.52,0.0,23,175996,买盘
1376,10:38:45,76.51,-0.01,167,1277744,卖盘
1377,10:38:50,76.52,0.01,20,153034,买盘
1378,10:38:53,76.52,0.0,44,336662,买盘
1379,10:38:54,76.52,0.0,15,114771,买盘
1380,10:38:57,76.51,-0.01,25,191287,卖盘
1381,10:39:02,76.52,0.01,12,91815,买盘
1382,10:39:05,76.53,0.01,25,191303,买盘
1383,10:39:08,76.51,-0.02,220,1683250,卖盘
1384,10:39:11,76.52,0.01,18,137743,中性盘
1385,10:39:14,76.52,0.0,25,191284,中性盘
1386,10:39:17,76.51,-0.01,18,137724,卖盘
1387,10:39:19,76.51,0.0,55,420832,卖盘
1388,10:39:21,76.51,0.0,15,114769,卖盘
1389,10:39:24,76.52,0.01,72,550929,买盘
1390,10:39:28,76.51,-0.01,169,1293046,卖盘
1391,10:39:32,76.52,0.01,25,191295,买盘
1392,10:39:35,76.52,0.0,10,76518,买盘
1393,10:39:38,76.51,-0.01,78,596785,卖盘
1394,10:39:41,76.52,0.01,36,275456,买盘
1395,10:39:44,76.52,0.0,28,214239,买盘
1396,10:39:45,76.51,-0.01,6,45908,卖盘
1397,10:39:49,76.52,0.01,18,137722,中性盘
1398,10:39:51,76.53,0.01,14,107140,买盘
1399,10:39:56,76.53,0.0,31,237232,买盘
1400,10:39:59,76.53,0.0,19,145408,卖盘
1401,10:40:00,76.54,0.01,20,153073,买盘
1402,10:40:05,76.53,-0.01,28,214285,卖盘
1403,10:40:08,76.54,0.01,24,183692,买盘
1404,10:40:10,76.54,0.0,23,176043,卖盘
1405,10:40:14,76.54,0.0,53,405668,卖盘
1406,10:40:17,76.54,0.0,16,122456,买盘
1407,10:40:20,76.53,-0.01,71,543379,卖盘
1408,10:40:23,76.53,0.0,6,45919,买盘
1409,10:40:26,76.52,-0.01,67,512718,卖盘
1410,10:40:28,76.53,0.01,19,145407,买盘
1411,10:40:30,76.52,-0.01,19,145392,卖盘
1412,10:40:35,76.54,0.02,12,91844,买盘
1413,10:40:38,76.52,-0.02,61,466775,卖盘
1414,10:40:41,76.53,0.01,22,168353,卖盘
1415,10:40:44,76.53,0.0,59,451538,买盘
1416,10:40:47,76.54,0.01,18,137755,买盘
1417,10:40:50,76.52,-0.02,34,260200,卖盘
1418,10:40:53,76.52,0.0,12,91834,卖盘
1419,10:40:54,76.54,0.02,32,244874,买盘
1420,10:40:59,76.53,-0.01,19,145423,卖盘
1421,10:41:02,76.53,0.0,57,436248,卖盘
1422,10:41:04,76.53,0.0,34,260195,买盘
1423,10:41:08,76.52,-0.01,91,696333,卖盘
1424,10:41:11,76.52,0.0,13,99472,买盘
1425,10:41:14,76.52,0.0,76,581552,买盘
1426,10:41:17,76.51,-0.01,238,1820959,卖盘
1427,10:41:19,76.52,0.01,27,206603,买盘
1428,10:41:23,76.52,0.0,80,612093,买盘
1429,10:41:24,76.52,0.0,69,527936,买盘
1430,10:41:29,76.52,0.0,31,237205,买盘
1431,10:41:32,76.52,0.0,36,275445,买盘
1432,10:41:35,76.51,-0.01,14,107120,卖盘
1433,10:41:38,76.51,0.0,17,130077,卖盘
1434,10:41:40,76.52,0.01,30,229550,买盘
1435,10:41:44,76.52,0.0,240,1836470,买盘
1436,10:41:45,76.52,0.0,273,2088778,买盘
1437,10:41:49,76.51,-0.01,44,336621,买盘
1438,10:41:53,76.51,0.0,28,214228,买盘
1439,10:41:56,76.51,0.0,10,76507,买盘
1440,10:41:59,76.5,-0.01,101,772684,卖盘
1441,10:42:02,76.5,0.0,36,275429,卖盘
1442,10:42:04,76.51,0.01,77,589116,买盘
1443,10:42:08,76.5,-0.01,18,137709,卖盘
1444,10:42:11,76.5,0.0,26,198912,卖盘
1445,10:42:14,76.52,0.02,78,596786,买盘
1446,10:42:17,76.52,0.0,21,160691,买盘
1447,10:42:20,76.52,0.0,51,390288,卖盘
1448,10:42:23,76.51,-0.01,69,527960,卖盘
1449,10:42:26,76.52,0.01,20,153040,中性盘
1450,10:42:29,76.5,-0.02,109,833936,卖盘
1451,10:42:32,76.52,0.02,68,520325,买盘
1452,10:42:35,76.52,0.0,15,114770,买盘
1453,10:42:36,76.52,0.0,214,1637369,买盘
1454,10:42:41,76.52,0.0,3,22956,买盘
1455,10:42:44,76.52,0.0,22,168344,买盘
1456,10:42:45,76.53,0.01,90,688677,买盘
1457,10:42:49,76.54,0.01,13,99492,买盘
1458,10:42:53,76.53,-0.01,5,38266,卖盘
1459,10:42:56,76.53,0.0,23,176027,卖盘
1460,10:42:59,76.54,0.01,18,137771,买盘
1461,10:43:02,76.54,0.0,42,321465,买盘
1462,10:43:05,76.53,-0.01,66,505153,卖盘
1463,10:43:08,76.53,0.0,171,1308748,卖盘
1464,10:43:10,76.54,0.01,9,68894,卖盘
1465,10:43:12,76.55,0.01,19,145418,买盘
1466,10:43:17,76.55,0.0,20,153085,买盘
1467,10:43:20,76.55,0.0,66,505222,买盘
1468,10:43:23,76.54,-0.01,144,1102208,卖盘
1469,10:43:24,76.54,0.0,28,214309,买盘
1470,10:43:29,76.54,0.0,6,45921,买盘
1471,10:43:30,76.54,0.0,80,612364,买盘
1472,10:43:35,76.53,-0.01,56,428578,卖盘
1473,10:43:38,76.55,0.02,38,290822,买盘
1474,10:43:41,76.53,-0.02,350,2678585,卖盘
1475,10:43:42,76.56,0.03,337,2579597,买盘
1476,10:43:47,76.56,0.0,25,191387,买盘
1477,10:43:49,76.56,0.0,33,252619,买盘
1478,10:43:53,76.55,-0.01,20,153112,卖盘
1479,10:43:54,76.55,0.0,74,566537,卖盘
1480,10:43:57,76.55,0.0,9,68900,卖盘
1481,10:44:02,76.57,0.02,45,348732,买盘
1482,10:44:05,76.57,0.0,39,298630,卖盘
1483,10:44:08,76.57,0.0,2,15315,卖盘
1484,10:44:11,76.57,0.0,80,608299,卖盘
1485,10:44:14,76.57,0.0,54,413475,买盘
1486,10:44:17,76.57,0.0,38,290964,买盘
1487,10:44:20,76.57,0.0,4,30628,买盘
1488,10:44:23,76.57,0.0,107,823510,买盘
1489,10:44:26,76.58,0.01,65,497745,买盘
1490,10:44:29,76.58,0.0,13,99554,买盘
1491,10:44:30,76.57,-0.01,84,643193,卖盘
1492,10:44:35,76.58,0.01,79,604974,买盘
1493,10:44:38,76.58,0.0,37,283342,买盘
1494,10:44:41,76.56,-0.02,121,926489,卖盘
1495,10:44:44,76.57,0.01,22,168451,买盘
1496,10:44:47,76.57,0.0,9,68912,买盘
1497,10:44:50,76.57,0.0,131,1003006,买盘
1498,10:44:53,76.57,0.0,14,107197,买盘
1499,10:44:56,76.57,0.0,68,520617,买盘
1500,10:44:57,76.58,0.01,431,3299811,买盘
1501,10:45:02,76.58,0.0,63,482410,买盘
1502,10:45:05,76.57,-0.01,28,214400,卖盘
1503,10:45:06,76.58,0.01,17,130175,买盘
1504,10:45:11,76.57,-0.01,24,183786,卖盘
1505,10:45:14,76.57,0.0,16,122520,卖盘
1506,10:45:17,76.58,0.01,13,99545,买盘
1507,10:45:20,76.57,-0.01,51,390511,卖盘
1508,10:45:23,76.58,0.01,25,191449,买盘
1509,10:45:26,76.58,0.0,45,344578,买盘
1510,10:45:28,76.58,0.0,22,168473,买盘
1511,10:45:32,76.57,-0.01,36,275658,卖盘
1512,10:45:35,76.58,0.01,23,176129,买盘
1513,10:45:38,76.57,-0.01,30,229731,卖盘
1514,10:45:41,76.57,0.0,80,612624,卖盘
1515,10:45:44,76.57,0.0,193,1477811,卖盘
1516,10:45:47,76.57,0.0,39,298617,买盘
1517,10:45:50,76.56,-0.01,36,275647,卖盘
1518,10:45:53,76.57,0.01,34,260323,买盘
1519,10:45:56,76.57,0.0,125,957123,买盘
1520,10:45:59,76.56,-0.01,231,1768565,卖盘
1521,10:46:02,76.57,0.01,28,214388,买盘
1522,10:46:05,76.56,-0.01,27,206716,卖盘
1523,10:46:06,76.56,0.0,49,375161,卖盘
1524,10:46:11,76.57,0.01,48,367510,买盘
1525,10:46:14,76.57,0.0,11,84217,买盘
1526,10:46:17,76.57,0.0,72,551256,买盘
1527,10:46:19,76.56,-0.01,2,15313,卖盘
1528,10:46:21,76.57,0.01,114,872893,买盘
1529,10:46:26,76.57,0.0,77,589592,卖盘
1530,10:46:29,76.56,-0.01,17,130180,卖盘
1531,10:46:32,76.56,0.0,189,1446992,卖盘
1532,10:46:35,76.56,0.0,29,222035,卖盘
1533,10:46:38,76.56,0.0,9,68905,卖盘
1534,10:46:41,76.57,0.01,34,256130,买盘
1535,10:46:44,76.56,-0.01,5,38281,中性盘
1536,10:46:45,76.55,-0.01,9,68903,卖盘
1537,10:46:50,76.56,0.01,25,191391,买盘
1538,10:46:51,76.56,0.0,5,38280,买盘
1539,10:46:54,76.57,0.01,14,107185,买盘
1540,10:46:58,76.56,-0.01,27,206712,中性盘
1541,10:47:00,76.56,0.0,36,275630,卖盘
1542,10:47:05,76.58,0.02,28,214422,买盘
1543,10:47:08,76.58,0.0,22,168453,买盘
1544,10:47:11,76.56,-0.02,12,91880,卖盘
1545,10:47:14,76.58,0.02,26,199091,买盘
1546,10:47:15,76.57,-0.01,13,99532,买盘
1547,10:47:20,76.56,-0.01,58,444043,卖盘
1548,10:47:21,76.56,0.0,92,704333,买盘
1549,10:47:26,76.56,0.0,16,122491,买盘
1550,10:47:29,76.55,-0.01,53,405767,卖盘
1551,10:47:32,76.56,0.01,48,367477,买盘
1552,10:47:35,76.55,-0.01,143,1094674,卖盘
1553,10:47:37,76.55,0.0,53,405715,买盘
1554,10:47:41,76.54,-0.01,192,1469444,卖盘
1555,10:47:42,76.55,0.01,69,528187,买盘
1556,10:47:45,76.55,0.0,17,130133,买盘
1557,10:47:50,76.53,-0.02,86,658205,卖盘
1558,10:47:53,76.53,0.0,8,61231,卖盘
1559,10:47:54,76.55,0.02,32,244918,买盘
1560,10:47:59,76.54,-0.01,37,283191,中性盘
1561,10:48:02,76.54,0.0,12,91853,卖盘
1562,10:48:04,76.53,-0.01,29,221950,卖盘
1563,10:48:08,76.54,0.01,12,91848,买盘
1564,10:48:11,76.53,-0.01,81,619898,卖盘
1565,10:48:14,76.53,0.0,39,298492,卖盘
1566,10:48:17,76.54,0.01,15,114799,买盘
1567,10:48:20,76.54,0.0,24,183687,买盘
1568,10:48:23,76.53,-0.01,10,76539,卖盘
1569,10:48:26,76.54,0.01,50,382661,买盘
1570,10:48:28,76.54,0.0,47,359712,买盘
1571,10:48:32,76.53,-0.01,84,642854,卖盘
1572,10:48:35,76.53,0.0,14,107134,买盘
1573,10:48:38,76.52,-0.01,46,352015,卖盘
1574,10:48:41,76.52,0.0,17,130091,卖盘
1575,10:48:43,76.52,0.0,7,53565,卖盘
1576,10:48:45,76.53,0.01,223,1706403,买盘
1577,10:48:50,76.53,0.0,41,313739,买盘
1578,10:48:53,76.52,-0.01,119,910598,卖盘
1579,10:48:56,76.52,0.0,75,573869,买盘
1580,10:48:59,76.51,-0.01,10,76513,卖盘
1581,10:49:02,76.52,0.01,46,351961,买盘
1582,10:49:05,76.52,0.0,7,53560,买盘
1583,10:49:06,76.52,0.0,33,252514,买盘
1584,10:49:09,76.52,0.0,23,175984,买盘
1585,10:49:14,76.53,0.01,13,99484,买盘
1586,10:49:17,76.52,-0.01,12,91824,卖盘
1587,10:49:20,76.52,0.0,28,214257,卖盘
1588,10:49:23,76.53,0.01,38,290785,买盘
1589,10:49:24,76.52,-0.01,26,198967,卖盘
1590,10:49:28,76.53,0.01,58,443842,买盘
1591,10:49:32,76.53,0.0,34,260205,卖盘
1592,10:49:35,76.54,0.01,22,168377,买盘
1593,10:49:38,76.55,0.01,198,1515597,买盘
1594,10:49:41,76.53,-0.02,105,803593,卖盘
1595,10:49:44,76.53,0.0,7,53571,买盘
1596,10:49:47,76.53,0.0,80,612240,买盘
1597,10:49:50,76.52,-0.01,61,466786,卖盘
1598,10:49:51,76.52,0.0,5,38266,卖盘
1599,10:49:56,76.53,0.01,15,114785,买盘
1600,10:49:59,76.55,0.02,12,91860,买盘
1601,10:50:04,76.53,-0.02,19,145415,卖盘
1602,10:50:08,76.55,0.02,10,76536,买盘
1603,10:50:11,76.53,-0.02,11,84199,卖盘
1604,10:50:12,76.53,0.0,5,38267,卖盘
1605,10:50:17,76.53,0.0,7,53571,卖盘
1606,10:50:19,76.54,0.01,17,130111,买盘
1607,10:50:23,76.54,0.0,2,15308,买盘
1608,10:50:26,76.53,-0.01,149,1140338,卖盘
1609,10:50:27,76.53,0.0,15,114795,买盘
1610,10:50:32,76.53,0.0,30,229578,买盘
1611,10:50:34,76.53,0.0,14,107142,买盘
1612,10:50:38,76.54,0.01,27,206608,买盘
1613,10:50:41,76.53,-0.01,35,267868,卖盘
1614,10:50:42,76.53,0.0,31,237243,卖盘
1615,10:50:47,76.53,0.0,2,15306,买盘
1616,10:50:50,76.53,0.0,38,290820,卖盘
1617,10:50:53,76.55,0.02,47,359721,买盘
1618,10:50:56,76.53,-0.02,18,137764,卖盘
1619,10:50:59,76.54,0.01,3,22960,中性盘
1620,10:51:00,76.56,0.02,85,650691,买盘
1621,10:51:04,76.53,-0.03,62,474533,卖盘
1622,10:51:06,76.53,0.0,8,61230,卖盘
1623,10:51:11,76.54,0.01,2,15307,买盘
1624,10:51:12,76.53,-0.01,128,979590,卖盘
1625,10:51:17,76.53,0.0,60,459171,买盘
1626,10:51:19,76.56,0.03,5,38271,买盘
1627,10:51:23,76.52,-0.04,19,145398,卖盘
1628,10:51:26,76.56,0.04,23,176028,买盘
1629,10:51:29,76.53,-0.03,22,168381,中性盘
1630,10:51:32,76.53,0.0,46,352041,卖盘
1631,10:51:34,76.53,0.0,53,405618,卖盘
1632,10:51:36,76.56,0.03,13,99525,买盘
1633,10:51:41,76.53,-0.03,16,122460,卖盘
1634,10:51:42,76.53,0.0,13,99511,卖盘
1635,10:51:47,76.56,0.03,20,153064,买盘
1636,10:51:50,76.53,-0.03,55,420955,卖盘
1637,10:51:51,76.54,0.01,5,38267,买盘
1638,10:51:56,76.53,-0.01,25,191339,卖盘
1639,10:51:57,76.56,0.03,23,176061,买盘
1640,10:52:02,76.53,-0.03,59,451525,卖盘
1641,10:52:04,76.53,0.0,13,99489,买盘
1642,10:52:08,76.54,0.01,104,795945,买盘
1643,10:52:09,76.56,0.02,35,267922,买盘
1644,10:52:14,76.54,-0.02,2,15310,卖盘
1645,10:52:17,76.53,-0.01,35,267901,卖盘
1646,10:52:20,76.54,0.01,14,107156,中性盘
1647,10:52:23,76.53,-0.01,33,252573,卖盘
1648,10:52:24,76.55,0.02,16,122463,买盘
1649,10:52:29,76.56,0.01,10,76544,买盘
1650,10:52:30,76.56,0.0,25,191373,买盘
1651,10:52:35,76.56,0.0,72,551216,买盘
1652,10:52:38,76.56,0.0,68,520592,买盘
1653,10:52:39,76.56,0.0,126,964557,买盘
1654,10:52:44,76.57,0.01,100,765644,买盘
1655,10:52:47,76.55,-0.02,17,130146,卖盘
1656,10:52:50,76.56,0.01,35,267960,买盘
1657,10:52:51,76.55,-0.01,12,91865,卖盘
1658,10:52:56,76.56,0.01,34,260292,买盘
1659,10:52:59,76.55,-0.01,17,130140,卖盘
1660,10:53:02,76.56,0.01,28,214349,买盘
1661,10:53:05,76.56,0.0,27,206696,买盘
1662,10:53:06,76.56,0.0,32,244964,买盘
1663,10:53:11,76.55,-0.01,4,30623,卖盘
1664,10:53:12,76.56,0.01,34,260282,买盘
1665,10:53:17,76.56,0.0,91,696675,买盘
1666,10:53:20,76.55,-0.01,67,512921,卖盘
1667,10:53:21,76.55,0.0,17,130141,买盘
1668,10:53:26,76.56,0.01,34,260301,买盘
1669,10:53:29,76.56,0.0,7,53592,买盘
1670,10:53:32,76.56,0.0,17,130144,买盘
1671,10:53:34,76.55,-0.01,56,428681,卖盘
1672,10:53:36,76.55,0.0,53,405686,买盘
1673,10:53:39,76.55,0.0,28,214329,买盘
1674,10:53:44,76.55,0.0,9,68894,买盘
1675,10:53:47,76.55,0.0,8,61235,买盘
1676,10:53:50,76.55,0.0,36,275580,买盘
1677,10:53:51,76.55,0.0,13,99511,买盘
1678,10:53:56,76.54,-0.01,81,620027,卖盘
1679,10:53:59,76.55,0.01,17,130127,买盘
1680,10:54:00,76.55,0.0,79,604738,买盘
1681,10:54:05,76.55,0.0,78,597088,买盘
1682,10:54:06,76.56,0.01,17,130145,买盘
1683,10:54:11,76.56,0.0,18,137807,买盘
1684,10:54:14,76.56,0.0,26,199031,买盘
1685,10:54:15,76.55,-0.01,20,153100,卖盘
1686,10:54:19,76.56,0.01,118,903400,买盘
1687,10:54:21,76.56,0.0,256,1959805,卖盘
1688,10:54:26,76.55,-0.01,22,168426,卖盘
1689,10:54:29,76.57,0.02,16,122504,买盘
1690,10:54:30,76.57,0.0,128,979981,买盘
1691,10:54:35,76.57,0.0,112,857443,买盘
1692,10:54:38,76.56,-0.01,36,275647,中性盘
1693,10:54:41,76.56,0.0,74,566600,卖盘
1694,10:54:43,76.58,0.02,494,3787165,买盘
1695,10:54:47,76.6,0.02,33,252766,买盘
1696,10:54:49,76.59,-0.01,2,15318,卖盘
1697,10:54:53,76.59,0.0,19,145530,卖盘
1698,10:54:56,76.59,0.0,48,367665,卖盘
1699,10:54:59,76.59,0.0,77,589744,卖盘
1700,10:55:02,76.63,0.04,231,1769560,买盘
1701,10:55:05,76.59,-0.04,63,482537,卖盘
1702,10:55:06,76.58,-0.01,101,769260,卖盘
1703,10:55:10,76.59,0.01,156,1198848,买盘
1704,10:55:14,76.6,0.01,3,22980,买盘
1705,10:55:17,76.65,0.05,33,252792,买盘
1706,10:55:19,76.6,-0.05,25,191502,卖盘
1707,10:55:21,76.6,0.0,60,459596,买盘
1708,10:55:26,76.6,0.0,18,137879,买盘
1709,10:55:28,76.6,0.0,64,490238,买盘
1710,10:55:32,76.65,0.05,53,405987,买盘
1711,10:55:35,76.6,-0.05,11,84274,卖盘
1712,10:55:38,76.65,0.05,11,84265,买盘
1713,10:55:41,76.64,-0.01,27,206941,中性盘
1714,10:55:44,76.65,0.01,38,291248,买盘
1715,10:55:47,76.64,-0.01,53,406222,卖盘
1716,10:55:50,76.65,0.01,38,291258,买盘
1717,10:55:53,76.65,0.0,14,107312,买盘
1718,10:55:54,76.65,0.0,167,1279943,卖盘
1719,10:55:59,76.66,0.01,186,1425857,买盘
1720,10:56:02,76.67,0.01,84,643956,买盘
1721,10:56:04,76.66,-0.01,38,291341,卖盘
1722,10:56:08,76.68,0.02,87,667111,买盘
1723,10:56:11,76.68,0.0,47,360384,卖盘
1724,10:56:12,76.68,0.0,45,345096,中性盘
1725,10:56:17,76.69,0.01,27,207043,买盘
1726,10:56:20,76.68,-0.01,64,490862,卖盘
1727,10:56:23,76.68,0.0,36,276088,卖盘
1728,10:56:26,76.7,0.02,35,268442,买盘
1729,10:56:27,76.71,0.01,2,15341,买盘
